Name	Description	ALL_1	ALL_2	ALL_3	ALL_4	ALL_5	ALL_6	ALL_7	ALL_8	ALL_9	ALL_10	ALL_11	ALL_12	ALL_13	ALL_14	ALL_15	ALL_16	ALL_17	ALL_18	ALL_19	ALL_20	MLL__1	MLL__2	MLL__3	MLL__4	MLL__5	MLL__6	MLL__7	MLL__8	MLL_9	MLL_10	MLL_11	MLL_12	MLL_13	MLL_14	MLL_15	MLL_16	MLL_17	AML_1	AML_2	AML_4	AML_5	AML_6	AML_7	AML_8	AML_10	AML_11	AML_12	AML_14	AML_15	AML_16	AML_17	AML_18	AML_19	AML_20	AML_21	AML_22	AML_23
31325_at	"Hs.123081 gnl|UG|Hs#S705492 Homo sapiens unknown protein mRNA, partial cds "	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31326_at	"Hs.123091 gnl|UG|Hs#S891883 Homo sapiens skin-specific protein (xp32) mRNA, partial cds "	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-0.212052736	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31327_at	"Hs.123093 gnl|UG|Hs#S891911 Homo sapiens IgG heavy chain variable region (Vh26) mRNA, partial cds "	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31328_at	Hs.936 gnl|UG|Hs#S1339 Homo sapiens renal Na	-0.907793357	-0.962168321	-0.165058963	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-0.543491254	-0.910647646	-0.99727367	-0.212052736	-0.863248129	-0.369454978	-0.915002328	-0.355609594	-0.995339833	-0.631683197	-0.933654547	0.201159833	-0.465179426	-0.636076774	-0.452453155	-0.859984288	-0.587306972	-0.896040255	0.112178053	-0.251966083	-0.752577086	-0.46979777	-0.066597188	-0.302314781	0.105956558	0.363671281	-0.452027704	-0.904243336	-0.865556272	-0.858347886	0.067041203	-0.624202825	-0.247905378	-0.10188591	-0.143301242	-0.774018741	-0.053061713	-0.137143465	-0.886994652	0.063450196	-0.896893087	-0.710796112	0.169760119	-0.911768906	-0.005147843	-0.270538694	-0.263296596
31329_at	"Hs.957 gnl|UG|Hs#S1371 Human putative opioid receptor mRNA, complete cds "	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.518733437	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-0.844738742	-0.956245827	-0.994496532	-0.599803919	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31330_at	"Hs.126701 gnl|UG|Hs#S3247 H.sapiens S19 ribosomal protein mRNA, complete cds "	2.575264081	2.250860787	3.055305686	2.448908211	2.460202743	2.491220741	2.530970179	2.405557278	2.62489232	2.298283821	2.284430823	2.606891783	2.450429843	2.272796886	2.479923816	2.325223647	2.369106376	2.583359507	2.358399621	2.443055568	2.558831505	2.803239592	2.41385254	2.672128987	2.58809904	2.805682276	2.61229552	2.726166676	3.176386854	2.123260342	3.102207397	2.345071522	2.32315527	2.481951249	2.432168264	2.390443842	2.110279648	2.626520071	2.984186878	2.758352242	3.054457904	2.713219142	2.538160516	2.304250927	2.36277218	2.568754577	2.415440238	2.800270215	2.732809704	2.52898046	2.414445822	2.725468274	2.293538624	2.462533406	2.676755375	2.499315632	2.483160447
31331_at	"Hs.1071 gnl|UG|Hs#S1577 Homo sapiens surfactant protein A mRNA, complete cds "	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-0.900148869	-0.863248129	-0.905110107	-0.915002328	-0.834181266	-0.581711751	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31332_at	"Hs.129699 gnl|UG|Hs#S952817 Homo sapiens RIG-like 14-1 mRNA, complete cds "	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.49676368	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.867862406	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31333_at	"Hs.129700 gnl|UG|Hs#S952830 Human tolloid-like protein (TLL) mRNA, complete cds "	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-0.767135925	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-0.824364543	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.792703771	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31334_at	"Hs.129701 gnl|UG|Hs#S952831 Human high-affinity lysophosphatidic acid receptor homolog mRNA, complete cds "	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-0.455388066	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.455670139	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.309067521	-0.019028573	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31335_at	"Hs.129705 gnl|UG|Hs#S953118 Homo sapiens clone 1900 unknown protein mRNA, complete cds "	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.122605736	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.836386857	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-0.296963123	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.612650806	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.834158664	-0.984662221	-1.010273351
31336_at	"Hs.129709 gnl|UG|Hs#S953169 Homo sapiens chromosome 19, cosmid R30217 "	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.623575591	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31337_at	"Hs.129715 gnl|UG|Hs#S953292 Homo sapiens gonadotropin-releasing hormone precursor, second form (GnRH-II) gene, complete cds "	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-0.505792643	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31338_at	"Hs.129730 gnl|UG|Hs#S998372 Homo sapiens putative mitochondrial space protein 32.1 mRNA, nuclear gene encoding mitochondrial protein, complete cds "	-0.633861381	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.751084083	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.659913203	-0.9226912	-0.821108085	-1.043513863	-0.737591644	-0.994496532	-0.443503852	-0.886994652	-0.336167842	-0.896893087	-0.721600937	-0.564575334	-0.620388812	-0.841055646	-0.984662221	-0.324035956
31339_at	"Hs.129732 gnl|UG|Hs#S998399 Homo sapiens mRNA for 25 kDa trypsin inhibitor, complete cds "	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31340_at	Hs.129737 gnl|UG|Hs#S998609 H.sapiens mRNA for enamelysin 	-0.966654289	-0.745417706	-0.820862479	-0.843015226	-0.921493648	-0.9870318	-0.946598558	-1.013582666	-0.944018262	-0.994961093	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31341_at	"Hs.129738 gnl|UG|Hs#S998649 Homo sapiens Shaw type potassium channel Kv3.3 (KCNC3) mRNA, complete cds "	-0.966654289	-0.587022057	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	0.517064742	-1.024044009	-0.910647646	-0.99727367	0.147466029	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.564275047	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.482546011	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	0.310560486	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.468010089	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-0.296648201
31342_at	Hs.130181 gnl|UG|Hs#S226185 H.sapiens mRNA for UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase (T2) 	0.083647933	0.048554242	-0.018296601	-0.843015226	0.308185764	-0.08852071	-0.139924399	-0.026231157	-0.190470453	-0.49030421	0.019902619	-0.309671155	0.116141346	-0.39336748	-0.863248129	-0.905110107	-0.248742962	-0.177375641	-0.048592953	0.632751669	0.256766942	0.322454857	0.801112819	0.121138283	-0.592443826	0.45433704	0.539719326	-0.012199054	-0.075999335	0.185922446	0.191125479	0.379361258	0.381740283	-0.817588318	0.434060096	0.381216044	0.116118429	0.454704804	0.266877321	0.184405761	0.603172896	0.455754778	0.322600548	-0.492963946	0.439164389	0.773129038	0.212712112	0.80110594	0.717959942	0.406001113	0.246652231	0.543681735	0.709978083	0.258113546	-0.115115918	0.424560862	0.414166765
31343_at	"Hs.81134 gnl|UG|Hs#S1055023 Homo sapiens mRNA for interleukin 1 receptor antagonist, type III "	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-0.814739904	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31344_at	"Hs.181125 gnl|UG|Hs#S1055180 Homo sapiens clone BCSynL38 immunoglobulin lambda light chain variable region mRNA, partial cds "	-0.218566714	-1.005580911	-0.184727453	-0.843015226	-0.19919307	0.006219726	-0.316406823	-0.740421194	-0.944018262	-1.020609349	-0.768474165	-0.667611759	-0.99727367	-0.413356371	-0.863248129	-0.905110107	-0.393137559	-0.473471116	-0.625538598	-1.025794932	-0.933654547	-0.255326278	-0.333435898	-0.252806127	-0.800693921	-0.859984288	-0.534734961	-0.197798226	-0.811558149	-0.630787347	0.079374549	-0.995966398	-0.638453234	-0.888480647	-0.16235904	-1.041748748	-0.468240828	-0.978370136	-0.865556272	-0.858347886	-0.112938263	0.346322535	-0.09422049	-0.629808865	-0.271028746	-0.144043149	0.25586567	0.293564662	-0.077739159	0.370302022	0.023716972	-0.74934598	0.169760119	-0.338064108	-0.841055646	0.5476607	0.174341684
31345_at	"Hs.132195 gnl|UG|Hs#S1055409 Homo sapiens mRNA for airway trypsin-like protease, complete cds "	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	0.724385563	-0.710255167	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-0.593194803	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.547342504	-0.659200219	-0.984662221	-1.010273351
31346_at	Hs.274469 gnl|UG|Hs#S1055448 Homo sapiens mRNA for DUX1 protein 	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	0.24062193	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31347_at	"Hs.132733 gnl|UG|Hs#S1054981 Homo sapiens clone ASPBLL54 immunoglobulin lambda light chain VJ region mRNA, partial cds "	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.627249311	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31348_at	Hs.2654 gnl|UG|Hs#S4681 H.sapiens mRNA for fetal beta-MHC binding factor 	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31349_at	"Hs.3134 gnl|UG|Hs#S5774 Homo sapiens DNA binding protein for surfactant protein B mRNA, complete cds "	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31350_at	"Hs.135305 gnl|UG|Hs#S1054920 Homo sapiens chromosome 19, cosmid F20722 "	-0.281009182	-1.005580911	-0.506113395	-0.843015226	-0.331633908	-0.200663561	-0.966971251	-1.013582666	-0.944018262	-0.68134586	0.241683105	-0.910647646	0.59553544	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.192238885	-0.995339833	0.410698897	-0.294899485	-0.885563384	-1.001932033	-0.719286869	-0.8335883	0.188478772	0.045992849	0.018176207	-0.811558149	0.439116328	-0.797348531	0.312453061	-0.36115083	-0.888480647	0.359874655	0.107424007	-0.91754043	-0.978370136	-0.733605018	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	0.669837683	0.459692817	-0.994496532	-0.799497752	1.017844793	0.690684698	-0.896893087	-0.921081378	-0.429178476	-0.115960686	-0.841055646	0.595317114	-1.010273351
31351_at	Hs.135631 gnl|UG|Hs#S553186 H.sapiens synthetic gene for platelet-derived growth factor-BB 	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31352_at	"Hs.135633 gnl|UG|Hs#S554288 pancreatic ribonuclease [human, mRNA Recombinant Partial, 491 nt] "	-0.835932946	-0.813021377	-0.820862479	-0.843015226	-0.437676436	-0.462421104	-0.647353739	-0.692744136	-0.503852394	-1.001279468	-0.416371934	-0.910647646	-0.890616756	-0.488599291	-0.863248129	-0.905110107	-0.835916171	-0.597669474	-0.477327715	-0.631683197	-0.933654547	-0.885563384	-1.001932033	-0.782819081	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-0.532160154	-0.797348531	-0.424887909	-0.971348069	-0.776045784	-0.413235492	-0.481423227	-0.237065741	-0.267622446	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.194298527	-0.821108085	0.197059371	-0.555754649	-0.317264008	-0.404420563	-0.886994652	-0.1920499	-0.543049142	-0.732570728	-1.035429283	-0.227211627	-0.781322352	-0.246700375	-0.649082888
31353_f_at	Hs.135634 gnl|UG|Hs#S572250 H.sapiens HFKH4 mRNA for fork head like protein 	0.425713997	-0.02500663	0.972817035	-0.843015226	0.613184777	0.140229566	-0.02366946	0.405611752	0.447098276	0.183012011	0.826352576	0.378091771	0.091973008	0.29434077	0.329005897	0.161166274	0.61146734	0.564438675	0.596389712	0.736212448	0.286613381	0.655222983	0.668257233	0.88317558	-0.8335883	0.755342206	0.442334614	0.808845813	1.117760209	0.6744369	0.524981546	-1.01553925	0.079863213	0.356401965	1.019487124	0.550989394	0.712908637	1.137677404	0.928825225	0.284290564	-0.83662019	0.572766381	0.475424663	0.224387068	1.020337972	1.113965417	0.405165387	-0.043581566	0.32889564	1.082474842	-0.896893087	0.836880074	0.629619106	-0.911768906	-0.841055646	0.963891433	1.062389698
31354_r_at	Hs.135634 gnl|UG|Hs#S572250 H.sapiens HFKH4 mRNA for fork head like protein 	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
